ModelName,GameNumber,ID_RunTime,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - lc_33_2M,243,2000,2/28/2021 8:37:55 PM,10,1,0,0.5,0
Paddle - lc_33_2M,244,2000,2/28/2021 8:37:55 PM,130,13,7,17.18,0
Paddle - lc_33_2M,245,2000,2/28/2021 8:37:55 PM,70,7,1,5.25,0
Paddle - lc_33_2M,246,2000,2/28/2021 8:37:55 PM,40,4,1,3.67,0
Paddle - lc_33_2M,247,2000,2/28/2021 8:37:55 PM,210,21,4,19.93,1
Paddle - lc_33_2M,248,2000,2/28/2021 8:37:55 PM,30,3,3,8.9,0
Paddle - lc_33_2M,249,2000,2/28/2021 8:37:55 PM,130,13,2,14.97,0
Paddle - lc_33_2M,250,2000,2/28/2021 8:37:55 PM,50,5,3,6.44,0
Paddle - lc_33_2M,251,2000,2/28/2021 8:37:55 PM,80,8,3,7.64,0
Paddle - lc_33_2M,252,2000,2/28/2021 8:37:55 PM,60,6,3,4.49,0
Paddle - lc_33_2M,253,2000,2/28/2021 8:37:55 PM,30,3,1,3.81,0
Paddle - lc_33_2M,254,2000,2/28/2021 8:37:55 PM,80,8,9,45.1,0
Paddle - lc_33_2M,255,2000,2/28/2021 8:37:55 PM,40,4,1,3.55,0
Paddle - lc_33_2M,256,2000,2/28/2021 8:37:55 PM,30,3,28,41.35,0
Paddle - lc_33_2M,257,2000,2/28/2021 8:37:55 PM,130,13,1,20.12,0
Paddle - lc_33_2M,258,2000,2/28/2021 8:37:55 PM,80,8,4,18.08,0
Paddle - lc_33_2M,259,2000,2/28/2021 8:37:55 PM,20,2,2,4.37,0
Paddle - lc_33_2M,260,2000,2/28/2021 8:37:55 PM,60,6,2,5,0
Paddle - lc_33_2M,261,2000,2/28/2021 8:37:55 PM,110,11,6,10.38,0
Paddle - lc_33_2M,262,2000,2/28/2021 8:37:55 PM,10,1,14,22.75,0
Paddle - lc_33_2M,263,2000,2/28/2021 8:37:55 PM,130,13,2,16.02,0
Paddle - lc_33_2M,264,2000,2/28/2021 8:37:55 PM,10,1,1,3.11,0
Paddle - lc_33_2M,265,2000,2/28/2021 8:37:55 PM,80,8,3,23.76,0
Paddle - lc_33_2M,266,2000,2/28/2021 8:37:55 PM,30,3,2,4.49,0
Paddle - lc_33_2M,267,2000,2/28/2021 8:37:55 PM,90,9,3,14.55,0
Paddle - lc_33_2M,268,2000,2/28/2021 8:37:55 PM,20,2,1,2.3,0
Paddle - lc_33_2M,269,2000,2/28/2021 8:37:55 PM,90,9,2,12.6,0
Paddle - lc_33_2M,270,2000,2/28/2021 8:37:55 PM,130,13,1,16.6,0
